จังหวัด,อำเภอ,ตำบล,รหัส อปท.,ประเภท อปท.,อปท.,ที่ตั้งสำนักงานเลขที่,หมู่ที่,รหัสไปรษณีย์,ขนาดพื้นที่,LAT,LONG,เว็ปไซต์ของอปท
กระบี่,ลำทับ,ดินอุดม,6810705,อบต.,ดินอุดม,99,7,81190,72,8.099828213,99.34959054,
กระบี่,ลำทับ,ดินแดง,6810705,อบต.,ดินอุดม,99,7,81190,72,8.099828213,99.34959054,
กระบี่,ลำทับ,ลำทับ,6810705,อบต.,ดินอุดม,99,7,81190,72,8.099828213,99.34959054,
กระบี่,ลำทับ,ลำทับ,6810704,อบต.,ดินแดง,12,2,81190,87,,,www.dindang.go.th
กระบี่,ลำทับ,ดินอุดม,6810704,อบต.,ดินแดง,12,2,81190,87,,,www.dindang.go.th
กระบี่,ลำทับ,ทุ่งไทรทอง,6810704,อบต.,ดินแดง,12,2,81190,87,,,www.dindang.go.th
กระบี่,ลำทับ,ดินแดง,6810704,อบต.,ดินแดง,12,2,81190,87,,,www.dindang.go.th
กระบี่,ลำทับ,ลำทับ,6810702,อบต.,ทุ่งไทรทอง,169,5,81190,83.3,,,www.thungsaithong.go.th/
กระบี่,ลำทับ,ทุ่งไทรทอง,6810702,อบต.,ทุ่งไทรทอง,169,5,81190,83.3,,,www.thungsaithong.go.th/
กระบี่,ลำทับ,ดินอุดม,6810702,อบต.,ทุ่งไทรทอง,169,5,81190,83.3,,,www.thungsaithong.go.th/
กระบี่,ลำทับ,ดินแดง,6810702,อบต.,ทุ่งไทรทอง,169,5,81190,83.3,,,www.thungsaithong.go.th/
กระบี่,ลำทับ,ดินอุดม,6810703,อบต.,ลำทับ,291,4,81190,72.24,8.080503,99.323024,http://www.lamthap.go.th/
กระบี่,ลำทับ,ทุ่งไทรทอง,6810703,อบต.,ลำทับ,291,4,81190,72.24,8.080503,99.323024,http://www.lamthap.go.th/
กระบี่,ลำทับ,ดินแดง,6810703,อบต.,ลำทับ,291,4,81190,72.24,8.080503,99.323024,http://www.lamthap.go.th/
กระบี่,ลำทับ,ลำทับ,6810703,อบต.,ลำทับ,291,4,81190,72.24,8.080503,99.323024,http://www.lamthap.go.th/
กระบี่,อ่าวลึก,แหลมสัก,5810502,เทศบาลตำบล,อ่าวลึกใต้,1-ม.ค.,2,81110,8,8.377985126,98.72099072,www.aoluktai.org
กระบี่,อ่าวลึก,อ่าวลึกเหนือ,5810502,เทศบาลตำบล,อ่าวลึกใต้,1-ม.ค.,2,81110,8,8.377985126,98.72099072,www.aoluktai.org
กระบี่,อ่าวลึก,อ่าวลึกใต้,5810502,เทศบาลตำบล,อ่าวลึกใต้,1-ม.ค.,2,81110,8,8.377985126,98.72099072,www.aoluktai.org
กระบี่,อ่าวลึก,เขาใหญ่,5810502,เทศบาลตำบล,อ่าวลึกใต้,1-ม.ค.,2,81110,8,8.377985126,98.72099072,www.aoluktai.org
กระบี่,อ่าวลึก,คลองยา,5810502,เทศบาลตำบล,อ่าวลึกใต้,1-ม.ค.,2,81110,8,8.377985126,98.72099072,www.aoluktai.org
กระบี่,อ่าวลึก,บ้านกลาง,5810502,เทศบาลตำบล,อ่าวลึกใต้,1-ม.ค.,2,81110,8,8.377985126,98.72099072,www.aoluktai.org
กระบี่,อ่าวลึก,นาเหนือ,5810502,เทศบาลตำบล,อ่าวลึกใต้,1-ม.ค.,2,81110,8,8.377985126,98.72099072,www.aoluktai.org
กระบี่,อ่าวลึก,คลองหิน,5810502,เทศบาลตำบล,อ่าวลึกใต้,1-ม.ค.,2,81110,8,8.377985126,98.72099072,www.aoluktai.org
กระบี่,อ่าวลึก,อ่าวลึกน้อย,5810502,เทศบาลตำบล,อ่าวลึกใต้,1-ม.ค.,2,81110,8,8.377985126,98.72099072,www.aoluktai.org
กระบี่,อ่าวลึก,บ้านกลาง,5810501,เทศบาลตำบล,แหลมสัก,209,3,81110,7,8.3,98.65,www.laemsak.go.th
กระบี่,อ่าวลึก,นาเหนือ,5810501,เทศบาลตำบล,แหลมสัก,209,3,81110,7,8.3,98.65,www.laemsak.go.th
กระบี่,อ่าวลึก,คลองหิน,5810501,เทศบาลตำบล,แหลมสัก,209,3,81110,7,8.3,98.65,www.laemsak.go.th
กระบี่,อ่าวลึก,คลองยา,5810501,เทศบาลตำบล,แหลมสัก,209,3,81110,7,8.3,98.65,www.laemsak.go.th
กระบี่,อ่าวลึก,อ่าวลึกน้อย,5810501,เทศบาลตำบล,แหลมสัก,209,3,81110,7,8.3,98.65,www.laemsak.go.th
กระบี่,อ่าวลึก,แหลมสัก,5810501,เทศบาลตำบล,แหลมสัก,209,3,81110,7,8.3,98.65,www.laemsak.go.th
กระบี่,อ่าวลึก,เขาใหญ่,5810501,เทศบาลตำบล,แหลมสัก,209,3,81110,7,8.3,98.65,www.laemsak.go.th
กระบี่,อ่าวลึก,อ่าวลึกใต้,5810501,เทศบาลตำบล,แหลมสัก,209,3,81110,7,8.3,98.65,www.laemsak.go.th
กระบี่,อ่าวลึก,อ่าวลึกเหนือ,5810501,เทศบาลตำบล,แหลมสัก,209,3,81110,7,8.3,98.65,www.laemsak.go.th
กระบี่,อ่าวลึก,คลองยา,6810508,อบต.,คลองยา,18/18,4,81110,70,8.365026788,98.90117367,www.klongya.go.th
กระบี่,อ่าวลึก,เขาใหญ่,6810508,อบต.,คลองยา,18/18,4,81110,70,8.365026788,98.90117367,www.klongya.go.th
กระบี่,อ่าวลึก,อ่าวลึกใต้,6810508,อบต.,คลองยา,18/18,4,81110,70,8.365026788,98.90117367,www.klongya.go.th
กระบี่,อ่าวลึก,อ่าวลึกเหนือ,6810508,อบต.,คลองยา,18/18,4,81110,70,8.365026788,98.90117367,www.klongya.go.th
กระบี่,อ่าวลึก,แหลมสัก,6810508,อบต.,คลองยา,18/18,4,81110,70,8.365026788,98.90117367,www.klongya.go.th
กระบี่,อ่าวลึก,นาเหนือ,6810508,อบต.,คลองยา,18/18,4,81110,70,8.365026788,98.90117367,www.klongya.go.th
กระบี่,อ่าวลึก,บ้านกลาง,6810508,อบต.,คลองยา,18/18,4,81110,70,8.365026788,98.90117367,www.klongya.go.th
กระบี่,อ่าวลึก,อ่าวลึกน้อย,6810508,อบต.,คลองยา,18/18,4,81110,70,8.365026788,98.90117367,www.klongya.go.th
กระบี่,อ่าวลึก,คลองหิน,6810508,อบต.,คลองยา,18/18,4,81110,70,8.365026788,98.90117367,www.klongya.go.th
กระบี่,อ่าวลึก,คลองยา,6810509,อบต.,คลองหิน,119,3,81110,72,8.284562434,98.79593968,
กระบี่,อ่าวลึก,คลองหิน,6810509,อบต.,คลองหิน,119,3,81110,72,8.284562434,98.79593968,
กระบี่,อ่าวลึก,นาเหนือ,6810509,อบต.,คลองหิน,119,3,81110,72,8.284562434,98.79593968,
กระบี่,อ่าวลึก,อ่าวลึกน้อย,6810509,อบต.,คลองหิน,119,3,81110,72,8.284562434,98.79593968,
กระบี่,อ่าวลึก,อ่าวลึกเหนือ,6810509,อบต.,คลองหิน,119,3,81110,72,8.284562434,98.79593968,
กระบี่,อ่าวลึก,อ่าวลึกใต้,6810509,อบต.,คลองหิน,119,3,81110,72,8.284562434,98.79593968,
กระบี่,อ่าวลึก,เขาใหญ่,6810509,อบต.,คลองหิน,119,3,81110,72,8.284562434,98.79593968,
กระบี่,อ่าวลึก,แหลมสัก,6810509,อบต.,คลองหิน,119,3,81110,72,8.284562434,98.79593968,
กระบี่,อ่าวลึก,บ้านกลาง,6810509,อบต.,คลองหิน,119,3,81110,72,8.284562434,98.79593968,
กระบี่,อ่าวลึก,คลองหิน,6810503,อบต.,นาเหนือ,,,,,,,
กระบี่,อ่าวลึก,คลองยา,6810503,อบต.,นาเหนือ,,,,,,,
กระบี่,อ่าวลึก,เขาใหญ่,6810503,อบต.,นาเหนือ,,,,,,,
กระบี่,อ่าวลึก,อ่าวลึกใต้,6810503,อบต.,นาเหนือ,,,,,,,
กระบี่,อ่าวลึก,อ่าวลึกเหนือ,6810503,อบต.,นาเหนือ,,,,,,,
กระบี่,อ่าวลึก,อ่าวลึกน้อย,6810503,อบต.,นาเหนือ,,,,,,,
กระบี่,อ่าวลึก,บ้านกลาง,6810503,อบต.,นาเหนือ,,,,,,,
กระบี่,อ่าวลึก,นาเหนือ,6810503,อบต.,นาเหนือ,,,,,,,
กระบี่,อ่าวลึก,แหลมสัก,6810503,อบต.,นาเหนือ,,,,,,,
กระบี่,อ่าวลึก,คลองหิน,6810504,อบต.,บ้านกลาง,137,2,81110,60,8.35,98.79,www.baanklang-kb.go.th
กระบี่,อ่าวลึก,คลองยา,6810504,อบต.,บ้านกลาง,137,2,81110,60,8.35,98.79,www.baanklang-kb.go.th
กระบี่,อ่าวลึก,อ่าวลึกน้อย,6810504,อบต.,บ้านกลาง,137,2,81110,60,8.35,98.79,www.baanklang-kb.go.th
กระบี่,อ่าวลึก,อ่าวลึกเหนือ,6810504,อบต.,บ้านกลาง,137,2,81110,60,8.35,98.79,www.baanklang-kb.go.th
กระบี่,อ่าวลึก,บ้านกลาง,6810504,อบต.,บ้านกลาง,137,2,81110,60,8.35,98.79,www.baanklang-kb.go.th
กระบี่,อ่าวลึก,เขาใหญ่,6810504,อบต.,บ้านกลาง,137,2,81110,60,8.35,98.79,www.baanklang-kb.go.th
กระบี่,อ่าวลึก,แหลมสัก,6810504,อบต.,บ้านกลาง,137,2,81110,60,8.35,98.79,www.baanklang-kb.go.th
กระบี่,อ่าวลึก,นาเหนือ,6810504,อบต.,บ้านกลาง,137,2,81110,60,8.35,98.79,www.baanklang-kb.go.th
กระบี่,อ่าวลึก,อ่าวลึกใต้,6810504,อบต.,บ้านกลาง,137,2,81110,60,8.35,98.79,www.baanklang-kb.go.th
กระบี่,อ่าวลึก,คลองหิน,6810511,อบต.,อ่าวลึกน้อย,100,3,81110,140,8.296458465,98.7554732,www.aoluknoi.go.th
กระบี่,อ่าวลึก,นาเหนือ,6810511,อบต.,อ่าวลึกน้อย,100,3,81110,140,8.296458465,98.7554732,www.aoluknoi.go.th
กระบี่,อ่าวลึก,คลองยา,6810511,อบต.,อ่าวลึกน้อย,100,3,81110,140,8.296458465,98.7554732,www.aoluknoi.go.th
กระบี่,อ่าวลึก,บ้านกลาง,6810511,อบต.,อ่าวลึกน้อย,100,3,81110,140,8.296458465,98.7554732,www.aoluknoi.go.th
กระบี่,อ่าวลึก,อ่าวลึกน้อย,6810511,อบต.,อ่าวลึกน้อย,100,3,81110,140,8.296458465,98.7554732,www.aoluknoi.go.th
กระบี่,อ่าวลึก,อ่าวลึกเหนือ,6810511,อบต.,อ่าวลึกน้อย,100,3,81110,140,8.296458465,98.7554732,www.aoluknoi.go.th
กระบี่,อ่าวลึก,แหลมสัก,6810511,อบต.,อ่าวลึกน้อย,100,3,81110,140,8.296458465,98.7554732,www.aoluknoi.go.th
กระบี่,อ่าวลึก,เขาใหญ่,6810511,อบต.,อ่าวลึกน้อย,100,3,81110,140,8.296458465,98.7554732,www.aoluknoi.go.th
กระบี่,อ่าวลึก,อ่าวลึกใต้,6810511,อบต.,อ่าวลึกน้อย,100,3,81110,140,8.296458465,98.7554732,www.aoluknoi.go.th
กระบี่,อ่าวลึก,เขาใหญ่,6810506,อบต.,อ่าวลึกเหนือ,108/1,6,81110,109.2,8.408781419,98.78229663,WWW..Aolueknuea.go.th
กระบี่,อ่าวลึก,อ่าวลึกใต้,6810506,อบต.,อ่าวลึกเหนือ,108/1,6,81110,109.2,8.408781419,98.78229663,WWW..Aolueknuea.go.th
กระบี่,อ่าวลึก,อ่าวลึกเหนือ,6810506,อบต.,อ่าวลึกเหนือ,108/1,6,81110,109.2,8.408781419,98.78229663,WWW..Aolueknuea.go.th
กระบี่,อ่าวลึก,อ่าวลึกน้อย,6810506,อบต.,อ่าวลึกเหนือ,108/1,6,81110,109.2,8.408781419,98.78229663,WWW..Aolueknuea.go.th
กระบี่,อ่าวลึก,บ้านกลาง,6810506,อบต.,อ่าวลึกเหนือ,108/1,6,81110,109.2,8.408781419,98.78229663,WWW..Aolueknuea.go.th
กระบี่,อ่าวลึก,นาเหนือ,6810506,อบต.,อ่าวลึกเหนือ,108/1,6,81110,109.2,8.408781419,98.78229663,WWW..Aolueknuea.go.th
กระบี่,อ่าวลึก,คลองหิน,6810506,อบต.,อ่าวลึกเหนือ,108/1,6,81110,109.2,8.408781419,98.78229663,WWW..Aolueknuea.go.th
กระบี่,อ่าวลึก,คลองยา,6810506,อบต.,อ่าวลึกเหนือ,108/1,6,81110,109.2,8.408781419,98.78229663,WWW..Aolueknuea.go.th
กระบี่,อ่าวลึก,แหลมสัก,6810506,อบต.,อ่าวลึกเหนือ,108/1,6,81110,109.2,8.408781419,98.78229663,WWW..Aolueknuea.go.th
กระบี่,อ่าวลึก,คลองหิน,6810505,อบต.,อ่าวลึกใต้,99/22,2,81110,103.08,8.384539427,98.71531248,www.aoluektai.go.th
กระบี่,อ่าวลึก,นาเหนือ,6810505,อบต.,อ่าวลึกใต้,99/22,2,81110,103.08,8.384539427,98.71531248,www.aoluektai.go.th
กระบี่,อ่าวลึก,บ้านกลาง,6810505,อบต.,อ่าวลึกใต้,99/22,2,81110,103.08,8.384539427,98.71531248,www.aoluektai.go.th
กระบี่,อ่าวลึก,อ่าวลึกน้อย,6810505,อบต.,อ่าวลึกใต้,99/22,2,81110,103.08,8.384539427,98.71531248,www.aoluektai.go.th
กระบี่,อ่าวลึก,คลองยา,6810505,อบต.,อ่าวลึกใต้,99/22,2,81110,103.08,8.384539427,98.71531248,www.aoluektai.go.th
กระบี่,อ่าวลึก,อ่าวลึกใต้,6810505,อบต.,อ่าวลึกใต้,99/22,2,81110,103.08,8.384539427,98.71531248,www.aoluektai.go.th
กระบี่,อ่าวลึก,เขาใหญ่,6810505,อบต.,อ่าวลึกใต้,99/22,2,81110,103.08,8.384539427,98.71531248,www.aoluektai.go.th
กระบี่,อ่าวลึก,แหลมสัก,6810505,อบต.,อ่าวลึกใต้,99/22,2,81110,103.08,8.384539427,98.71531248,www.aoluektai.go.th
กระบี่,อ่าวลึก,อ่าวลึกเหนือ,6810505,อบต.,อ่าวลึกใต้,99/22,2,81110,103.08,8.384539427,98.71531248,www.aoluektai.go.th
กระบี่,อ่าวลึก,คลองยา,6810507,อบต.,เขาใหญ่,39,5,81110,70,8.467339626,98.73595744,www.khaoyailocal.go.th
กระบี่,อ่าวลึก,คลองหิน,6810507,อบต.,เขาใหญ่,39,5,81110,70,8.467339626,98.73595744,www.khaoyailocal.go.th
กระบี่,อ่าวลึก,นาเหนือ,6810507,อบต.,เขาใหญ่,39,5,81110,70,8.467339626,98.73595744,www.khaoyailocal.go.th
กระบี่,อ่าวลึก,บ้านกลาง,6810507,อบต.,เขาใหญ่,39,5,81110,70,8.467339626,98.73595744,www.khaoyailocal.go.th
กระบี่,อ่าวลึก,อ่าวลึกน้อย,6810507,อบต.,เขาใหญ่,39,5,81110,70,8.467339626,98.73595744,www.khaoyailocal.go.th
กระบี่,อ่าวลึก,อ่าวลึกเหนือ,6810507,อบต.,เขาใหญ่,39,5,81110,70,8.467339626,98.73595744,www.khaoyailocal.go.th
กระบี่,อ่าวลึก,อ่าวลึกใต้,6810507,อบต.,เขาใหญ่,39,5,81110,70,8.467339626,98.73595744,www.khaoyailocal.go.th
กระบี่,อ่าวลึก,แหลมสัก,6810507,อบต.,เขาใหญ่,39,5,81110,70,8.467339626,98.73595744,www.khaoyailocal.go.th
กระบี่,อ่าวลึก,เขาใหญ่,6810507,อบต.,เขาใหญ่,39,5,81110,70,8.467339626,98.73595744,www.khaoyailocal.go.th
กระบี่,อ่าวลึก,แหลมสัก,6810510,อบต.,แหลมสัก,,,,,,,
